internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
64325354,Toxicodendron vernix,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,ANACARDIACEAE,Toxicodendron,vernix,,,,,(L.) Kuntze,
64325500,Tradescantia occidentalis,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,COMMELINALES,COMMELINACEAE,Tradescantia,occidentalis,,,,,(Britt.) Smyth,
64325510,Triadenum fraseri,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,HYPERICACEAE,Triadenum,fraseri,,,,,(Spach) Gleason,
64325513,Triadenum virginicum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,HYPERICACEAE,Triadenum,virginicum,,,,,(L.) Raf.,
64325767,Trichophorum alpinum,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,Trichophorum,alpinum,,,,,(L.) Pers.,
64326156,Trichophorum caespitosum,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,Trichophorum,caespitosum,,,,,(L.) Hartman,
64326165,Trichophorum clintonii,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,Trichophorum,clintonii,,,,,(Gray) S.G. Sm.,
64326168,Trientalis borealis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,PRIMULACEAE,Trientalis,borealis,,,,,Raf.,
64326171,Triglochin scilloides,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,JUNCAGINACEAE,Triglochin,scilloides,,,,,(Poir.) Mering &amp; Kadereit,
64326174,Trollius laxus,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RANUNCULALES,RANUNCULACEAE,Trollius,laxus,,,,,Salisb.,
64326177,Utricularia cornuta,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LENTIBULARIACEAE,Utricularia,cornuta,,,,,Michx.,
64326181,Utricularia geminiscapa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LENTIBULARIACEAE,Utricularia,geminiscapa,,,,,Benj.,
64326200,Utricularia purpurea,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LENTIBULARIACEAE,Utricularia,purpurea,,,,,Walt.,
64326203,Utricularia radiata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LENTIBULARIACEAE,Utricularia,radiata,,,,,Small,
64326207,Utricularia resupinata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LENTIBULARIACEAE,Utricularia,resupinata,,,,,B.D. Greene ex Bigelow,
64326215,Utricularia subulata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LENTIBULARIACEAE,Utricularia,subulata,,,,,L.,
64326218,Vaccinium macrocarpon,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Vaccinium,macrocarpon,,,,,Ait.,
64326221,Vaccinium oxycoccos,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Vaccinium,oxycoccos,,,,,L.,
64326239,Valeriana dioica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,DIPSACALES,CAPRIFOLIACEAE,Valeriana,dioica,,,,,L.,
64326243,Valeriana uliginosa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,DIPSACALES,CAPRIFOLIACEAE,Valeriana,uliginosa,,,,,(Torr. &amp; Gray) Rydb.,
